2020_census_tract,vehicle_count,electric_range,base_msrp,model_year,percent_bev,high_adoption
51059415700.0,2,0.0,0.0,2022.5,1.0,0
51059416200.0,2,110.0,0.0,2021.0,1.0,0
51059430400.0,2,42.0,0.0,2018.5,1.0,0
51059430801.0,1,0.0,0.0,2023.0,1.0,0
51059430901.0,1,0.0,0.0,2023.0,1.0,0
51059431500.0,3,25.0,0.0,2022.6666666666667,0.3333333333333333,0
51059432000.0,1,220.0,0.0,2019.0,1.0,0
51059432402.0,1,0.0,0.0,2023.0,1.0,0
51059452501.0,2,154.0,0.0,2021.5,1.0,0
51059452700.0,1,291.0,0.0,2020.0,1.0,0
51059460702.0,1,25.0,0.0,2022.0,0.0,0
51059461000.0,1,42.0,0.0,2022.0,0.0,0
51059470700.0,1,21.0,0.0,2024.0,0.0,0
51059480501.0,1,291.0,0.0,2020.0,1.0,0
51059481105.0,1,26.0,0.0,2018.0,0.0,0
51059481900.0,1,20.0,0.0,2020.0,0.0,0
51059482506.0,1,0.0,0.0,2021.0,1.0,0
51059492202.0,1,0.0,0.0,2023.0,1.0,0
51059492400.0,1,210.0,0.0,2016.0,1.0,0
51087200126.0,1,0.0,0.0,2023.0,1.0,0
51087200152.0,1,0.0,0.0,2023.0,1.0,0
51095080402.0,1,0.0,0.0,2024.0,1.0,0
51107611804.0,1,32.0,0.0,2021.0,0.0,0
51107611902.0,1,0.0,0.0,2024.0,1.0,0
51149850200.0,1,0.0,0.0,2023.0,1.0,0
51153900203.0,1,34.0,0.0,2023.0,0.0,0
51153900804.0,1,38.0,0.0,2014.0,0.0,0
51153901232.0,3,58.0,0.0,2017.6666666666667,0.3333333333333333,0
51179010205.0,1,0.0,0.0,2021.0,1.0,0
51179010210.0,1,0.0,0.0,2021.0,1.0,0
51179010403.0,1,220.0,0.0,2019.0,1.0,0
51199050900.0,2,0.0,0.0,2022.5,1.0,0
51199051100.0,1,0.0,0.0,2022.0,1.0,0
51510200106.0,1,0.0,0.0,2025.0,1.0,0
51510200404.0,1,35.0,0.0,2023.0,0.0,0
51510200701.0,1,0.0,0.0,2022.0,1.0,0
51510200705.0,1,330.0,0.0,2020.0,1.0,0
51510201202.0,1,0.0,0.0,2022.0,1.0,0
51510201500.0,1,238.0,0.0,2018.0,1.0,0
51510202001.0,1,0.0,0.0,2024.0,1.0,0
51540000900.0,1,21.0,0.0,2022.0,0.0,0
51550020912.0,1,0.0,0.0,2022.0,1.0,0
51550021004.0,1,0.0,0.0,2024.0,1.0,0
51550021504.0,1,259.0,0.0,2020.0,1.0,0
51683910301.0,1,0.0,0.0,2021.0,1.0,0
51710000600.0,1,0.0,0.0,2023.0,1.0,0
51710006901.0,1,0.0,0.0,2023.0,1.0,0
51740210200.0,1,0.0,0.0,2021.0,1.0,0
51740210300.0,1,16.0,53400.0,2019.0,0.0,0
51740210400.0,1,42.0,0.0,2021.0,0.0,0
51800075203.0,1,215.0,0.0,2018.0,1.0,0
51800075207.0,1,14.0,54950.0,2018.0,0.0,0
51810040404.0,2,16.0,0.0,2022.5,0.5,0
51810041801.0,1,0.0,0.0,2022.0,1.0,0
51810045421.0,1,215.0,0.0,2018.0,1.0,0
51810045810.0,1,0.0,0.0,2023.0,1.0,0
51810046009.0,1,0.0,0.0,2024.0,1.0,0
51810046016.0,1,30.0,0.0,2023.0,0.0,0
51810046213.0,1,220.0,0.0,2019.0,1.0,0
53001950100.0,28,25.642857142857142,0.0,2022.357142857143,0.7142857142857143,0
53001950200.0,12,51.833333333333336,0.0,2021.75,0.8333333333333334,0
53001950301.0,7,51.42857142857143,0.0,2020.4285714285713,0.7142857142857143,0
53001950302.0,8,115.5,0.0,2020.75,0.625,0
53001950303.0,11,48.81818181818182,0.0,2022.6363636363637,1.0,0
53001950400.0,15,95.8,0.0,2019.9333333333334,0.8,0
53001950500.0,28,40.17857142857143,0.0,2021.8214285714287,0.7142857142857143,0
53003960100.0,40,63.6,1747.5,2022.1,0.6,0
53003960200.0,33,28.151515151515152,1115.1515151515152,2021.6969696969697,0.6666666666666666,0
53003960300.0,9,48.111111111111114,0.0,2021.0,0.7777777777777778,0
53003960400.0,3,75.66666666666667,0.0,2018.0,0.6666666666666666,0
53003960500.0,10,45.5,0.0,2021.3,0.7,0
53003960600.0,10,4.2,0.0,2023.1,0.9,0
53005010100.0,161,47.13664596273292,200.31055900621118,2021.3788819875776,0.6770186335403726,1
53005010201.0,183,42.30054644808743,643.9890710382514,2022.1748633879781,0.7103825136612022,1
53005010203.0,49,81.28571428571429,1851.0204081632653,2020.6938775510205,0.7142857142857143,0
53005010204.0,5,59.0,8820.0,2021.0,0.6,0
53005010300.0,38,74.26315789473684,0.0,2020.9473684210527,0.7105263157894737,0
53005010400.0,33,46.90909090909091,3713.6363636363635,2019.7272727272727,0.696969696969697,0
53005010500.0,50,39.32,0.0,2022.14,0.76,0
53005010600.0,75,46.8,0.0,2022.0666666666666,0.7333333333333333,1
53005010701.0,59,47.88135593220339,0.0,2021.3728813559321,0.7796610169491526,0
53005010703.0,35,80.22857142857143,0.0,2020.2571428571428,0.6571428571428571,0
53005010705.0,119,45.67226890756302,0.0,2021.09243697479,0.680672268907563,1
53005010707.0,79,53.11392405063291,0.0,2021.8987341772151,0.7848101265822784,1
53005010708.0,122,57.25409836065574,572.9508196721312,2021.6803278688524,0.7622950819672131,1
53005010807.0,28,59.142857142857146,1151.7857142857142,2020.7857142857142,0.8214285714285714,0
53005010809.0,96,70.30208333333333,548.4375,2021.2604166666667,0.7395833333333334,1
53005010810.0,134,41.776119402985074,671.2313432835821,2022.044776119403,0.7014925373134329,1
53005010811.0,398,41.437185929648244,351.2562814070352,2022.2587939698492,0.7587939698492462,1
53005010814.0,192,49.703125,1014.3229166666666,2021.7552083333333,0.7552083333333334,1
53005010815.0,299,46.735785953177256,760.3678929765887,2021.5685618729096,0.725752508361204,1
53005010816.0,83,63.024096385542165,842.1686746987951,2021.0963855421687,0.7590361445783133,1
53005010817.0,214,42.570093457943926,653.2710280373832,2022.0747663551401,0.7570093457943925,1
53005010818.0,90,49.77777777777778,0.0,2021.7777777777778,0.7333333333333333,1
53005010819.0,118,38.3728813559322,1370.7627118644068,2022.177966101695,0.6949152542372882,1
53005010820.0,55,49.36363636363637,0.0,2020.9818181818182,0.6909090909090909,0
53005010901.0,54,53.0,1294.4444444444443,2020.7407407407406,0.7222222222222222,0
53005010902.0,44,57.68181818181818,726.1363636363636,2020.8636363636363,0.8181818181818182,0
53005011001.0,54,72.53703703703704,1294.4444444444443,2020.6296296296296,0.7962962962962963,0
53005011002.0,20,77.1,0.0,2020.5,0.55,0
53005011100.0,81,72.60493827160494,862.9629629629629,2020.1975308641975,0.7037037037037037,1
53005011201.0,16,63.6875,0.0,2019.25,0.75,0
53005011202.0,9,50.0,0.0,2021.7777777777778,0.8888888888888888,0
53005011300.0,29,105.0,2410.344827586207,2019.3103448275863,0.7931034482758621,0
53005011401.0,30,42.46666666666667,1856.6666666666667,2020.1666666666667,0.7333333333333333,0
53005011402.0,88,50.73863636363637,601.1363636363636,2021.284090909091,0.6704545454545454,1
53005011501.0,55,59.29090909090909,0.0,2020.8,0.8181818181818182,0
53005011504.0,38,67.15789473684211,0.0,2020.3684210526317,0.6052631578947368,0
53005011505.0,89,46.943820224719104,0.0,2021.4719101123596,0.6853932584269663,1
53005011506.0,142,53.359154929577464,717.2535211267606,2021.4647887323943,0.8028169014084507,1
53005011600.0,2,129.5,0.0,2021.5,1.0,0
53005011701.0,12,41.833333333333336,0.0,2022.3333333333333,0.9166666666666666,0
53005011702.0,51,33.294117647058826,0.0,2022.2156862745098,0.7254901960784313,0
53005011801.0,32,56.78125,0.0,2020.875,0.8125,0
53005011802.0,23,46.608695652173914,0.0,2021.4347826086957,0.6956521739130435,0
53005011900.0,63,66.61904761904762,1901.5873015873017,2020.5238095238096,0.746031746031746,0
53005012000.0,5,0.0,0.0,2022.8,1.0,0
53007960100.0,40,81.3,0.0,2019.95,0.775,0
53007960201.0,244,52.799180327868854,433.60655737704917,2021.5983606557377,0.8401639344262295,1
53007960202.0,83,43.6144578313253,842.1686746987951,2022.0361445783133,0.7469879518072289,1
53007960203.0,63,38.92063492063492,5390.476190476191,2022.015873015873,0.8412698412698413,0
53007960301.0,107,38.177570093457945,653.2710280373832,2022.2897196261683,0.7850467289719626,1
53007960302.0,40,28.45,999.875,2022.375,0.85,0
53007960303.0,84,65.60714285714286,832.1428571428571,2021.75,0.8452380952380952,1
53007960400.0,111,52.369369369369366,1601.3513513513512,2021.7567567567567,0.7657657657657657,1
53007960501.0,46,51.391304347826086,2561.9565217391305,2020.9347826086957,0.717391304347826,0
53007960502.0,59,60.86440677966102,931.3559322033898,2021.6271186440679,0.7966101694915254,0
53007960600.0,52,42.23076923076923,0.0,2021.8076923076924,0.8846153846153846,0
53007960700.0,165,36.81818181818182,847.2727272727273,2022.430303030303,0.7757575757575758,1
53007960801.0,91,51.73626373626374,0.0,2022.0879120879122,0.8681318681318682,1
53007960803.0,33,37.81818181818182,2118.181818181818,2021.939393939394,0.8484848484848485,0
53007960804.0,54,44.98148148148148,1294.4444444444443,2021.7037037037037,0.8333333333333334,0
53007961001.0,37,57.189189189189186,0.0,2020.8108108108108,0.7297297297297297,0
53007961002.0,26,63.65384615384615,0.0,2021.7307692307693,0.8076923076923077,0
53007961101.0,13,71.53846153846153,0.0,2020.6923076923076,0.7692307692307693,0
53007961102.0,52,46.67307692307692,1344.2307692307693,2021.826923076923,0.75,0
53007961200.0,87,51.87356321839081,1606.896551724138,2021.6206896551723,0.8505747126436781,1
53007961301.0,37,55.13513513513514,0.0,2021.5135135135135,0.8108108108108109,0
53007961303.0,41,66.8780487804878,1704.878048780488,2020.3170731707316,0.9024390243902439,0
53007961304.0,89,27.741573033707866,1001.123595505618,2021.6966292134832,0.797752808988764,1
53009000300.0,21,40.76190476190476,0.0,2021.2857142857142,0.5714285714285714,0
53009000600.0,77,36.90909090909091,907.7922077922078,2021.6103896103896,0.7402597402597403,1
53009000700.0,59,39.52542372881356,0.0,2021.1525423728813,0.6101694915254238,0
53009000800.0,67,54.059701492537314,0.0,2021.1940298507463,0.7164179104477612,0
53009000900.0,50,18.56,0.0,2021.78,0.78,0
53009001000.0,49,37.48979591836735,0.0,2021.6530612244899,0.7551020408163265,0
53009001100.0,63,46.61904761904762,0.0,2020.4126984126983,0.5714285714285714,0
53009001200.0,82,57.890243902439025,1245.7317073170732,2020.7682926829268,0.7195121951219512,1
53009001300.0,39,59.87179487179487,826.9230769230769,2020.2564102564102,0.6153846153846154,0
53009001400.0,122,41.71311475409836,572.9508196721312,2021.6147540983607,0.7295081967213115,1
53009001500.0,43,32.02325581395349,1625.5813953488373,2021.0232558139535,0.6976744186046512,0
53009001600.0,67,50.40298507462686,1863.4328358208954,2021.0746268656717,0.7761194029850746,0
53009001701.0,44,36.38636363636363,0.0,2021.4318181818182,0.6363636363636364,0
53009001702.0,98,45.98979591836735,988.7755102040817,2021.1224489795918,0.7448979591836735,1
53009001800.0,85,50.88235294117647,0.0,2021.1411764705883,0.7647058823529411,1
53009001901.0,73,82.31506849315069,547.8767123287671,2020.027397260274,0.6712328767123288,1
53009001902.0,99,38.696969696969695,1237.878787878788,2021.5757575757575,0.6464646464646465,1
53009002001.0,70,50.92857142857143,460.7142857142857,2021.2571428571428,0.8,1
53009002002.0,132,31.386363636363637,0.0,2021.9924242424242,0.7045454545454546,1
53009002100.0,47,66.55319148936171,0.0,2020.1914893617022,0.5957446808510638,0
53009002301.0,100,29.51,526.5,2021.11,0.72,1
53009002302.0,93,56.946236559139784,0.0,2021.0430107526881,0.7849462365591398,1
53009002400.0,19,89.57894736842105,0.0,2020.6315789473683,0.5789473684210527,0
53009940000.0,11,54.36363636363637,0.0,2021.0,0.5454545454545454,0
53011040101.0,44,52.40909090909091,1588.6363636363637,2021.75,0.8636363636363636,0
53011040102.0,70,29.5,998.5714285714286,2021.2142857142858,0.7428571428571429,1
53011040201.0,225,44.21333333333333,0.0,2021.7244444444445,0.7911111111111111,1
53011040202.0,92,64.1413043478261,0.0,2021.0108695652175,0.7608695652173914,1
53011040203.0,150,56.82,1284.6666666666667,2021.08,0.7533333333333333,1
53011040301.0,113,43.69911504424779,889.8230088495575,2021.929203539823,0.7699115044247787,1
53011040303.0,458,35.98689956331878,344.3231441048035,2022.1441048034935,0.7882096069868996,1
53011040304.0,245,33.66122448979592,570.6122448979592,2022.2816326530613,0.8244897959183674,1
53011040305.0,108,38.05555555555556,1351.388888888889,2021.5740740740741,0.7314814814814815,1
53011040403.0,181,40.98342541436464,220.9668508287293,2021.9613259668508,0.7790055248618785,1
53011040407.0,89,49.10112359550562,785.3932584269663,2021.4719101123596,0.7752808988764045,1
53011040408.0,173,32.369942196531795,404.04624277456645,2022.21387283237,0.8265895953757225,1
53011040409.0,89,45.04494382022472,0.0,2021.3370786516855,0.7078651685393258,1
53011040411.0,64,43.453125,0.0,2021.71875,0.65625,0
53011040412.0,236,38.83050847457627,1025.2118644067796,2022.0296610169491,0.7627118644067796,1
53011040413.0,60,42.45,615.0,2020.6666666666667,0.7333333333333333,0
53011040414.0,119,37.470588235294116,858.4033613445379,2022.0504201680671,0.7815126050420168,1
53011040415.0,80,38.55,0.0,2021.6875,0.7625,1
53011040416.0,130,45.52307692307692,537.6923076923077,2021.9846153846154,0.7,1
53011040504.0,129,43.775193798449614,541.8604651162791,2021.4961240310076,0.7674418604651163,1
53011040505.0,246,52.422764227642276,742.6829268292682,2021.3821138211383,0.7439024390243902,1
53011040507.0,27,31.185185185185187,0.0,2020.4814814814815,0.7037037037037037,0
53011040509.0,38,54.60526315789474,0.0,2020.5263157894738,0.6578947368421053,0
53011040510.0,304,46.64473684210526,336.01973684210526,2021.7434210526317,0.7269736842105263,1
53011040511.0,104,26.778846153846153,1288.4615384615386,2022.0961538461538,0.8173076923076923,1
53011040512.0,68,54.63235294117647,2830.1470588235293,2021.1323529411766,0.75,1
53011040513.0,124,55.266129032258064,1006.8548387096774,2020.991935483871,0.7338709677419355,1
53011040603.0,237,63.822784810126585,2126.5822784810125,2021.2489451476793,0.729957805907173,1
53011040604.0,437,31.59267734553776,487.97482837528605,2022.2036613272312,0.7803203661327232,1
53011040605.0,527,37.63946869070209,366.6034155597723,2022.1499051233397,0.7950664136622391,1
53011040608.0,392,40.02295918367347,361.8494897959184,2022.2270408163265,0.7882653061224489,1
53011040609.0,399,37.290726817042604,285.7142857142857,2022.0751879699249,0.7819548872180451,1
53011040610.0,282,43.59574468085106,573.581560283688,2021.8262411347519,0.7446808510638298,1
53011040703.0,127,46.267716535433074,550.3937007874016,2021.2125984251968,0.7637795275590551,1
53011040706.0,47,73.70212765957447,0.0,2021.0212765957447,0.9148936170212766,0
53011040707.0,53,54.0188679245283,0.0,2021.0377358490566,0.5471698113207547,0
53011040709.0,213,48.31455399061033,2598.3568075117373,2021.8544600938967,0.7136150234741784,1
53011040711.0,47,42.765957446808514,0.0,2021.872340425532,0.7872340425531915,0
53011040712.0,165,22.490909090909092,205.75757575757575,2022.3393939393939,0.7696969696969697,1
53011040713.0,293,30.986348122866893,0.0,2022.3242320819113,0.856655290102389,1
53011040714.0,145,35.97241379310345,964.1379310344828,2022.0275862068966,0.7586206896551724,1
53011040715.0,104,38.13461538461539,1852.8846153846155,2021.0288461538462,0.7115384615384616,1
53011040803.0,192,35.270833333333336,541.1197916666666,2021.78125,0.7708333333333334,1
53011040806.0,121,48.611570247933884,0.0,2021.5123966942149,0.7851239669421488,1
53011040808.0,52,40.53846153846154,0.0,2021.923076923077,0.7115384615384616,0
53011040809.0,176,31.818181818181817,0.0,2021.8068181818182,0.7045454545454546,1
53011040810.0,73,29.835616438356166,437.67123287671234,2021.7260273972602,0.7671232876712328,1
53011040811.0,188,36.234042553191486,196.27659574468086,2021.904255319149,0.7819148936170213,1
53011040812.0,276,36.29710144927536,0.0,2022.0253623188405,0.7934782608695652,1
53011040904.0,159,49.905660377358494,577.6729559748428,2021.006289308176,0.7044025157232704,1
53011040905.0,162,44.135802469135804,981.4814814814815,2021.6296296296296,0.7160493827160493,1
53011040907.0,407,46.34152334152334,593.7346437346438,2022.027027027027,0.7641277641277642,1
53011040908.0,284,42.49647887323944,432.3943661971831,2021.968309859155,0.7535211267605634,1
53011040909.0,162,52.79012345679013,0.0,2021.0123456790122,0.7345679012345679,1
53011040910.0,185,38.51891891891892,246.48648648648648,2021.945945945946,0.7243243243243244,1
53011041003.0,130,56.83076923076923,685.3846153846154,2021.3846153846155,0.7769230769230769,1
53011041005.0,67,34.37313432835821,0.0,2021.2835820895523,0.7164179104477612,0
53011041007.0,72,52.236111111111114,0.0,2021.0416666666667,0.7638888888888888,1
53011041008.0,151,33.28476821192053,826.8211920529801,2022.132450331126,0.8013245033112583,1
53011041009.0,65,51.46153846153846,0.0,2020.5692307692307,0.676923076923077,0
53011041010.0,125,30.736,0.0,2022.168,0.728,1
53011041011.0,112,43.75,285.26785714285717,2021.7410714285713,0.7678571428571429,1
53011041104.0,52,33.0,1344.2307692307693,2020.75,0.7307692307692307,0
53011041105.0,163,43.84662576687116,279.7546012269939,2021.6687116564417,0.7361963190184049,1
53011041107.0,111,56.85585585585586,629.7297297297297,2021.7567567567567,0.8018018018018018,1
53011041110.0,152,34.2828947368421,1017.4342105263158,2021.5065789473683,0.6842105263157895,1
53011041111.0,33,56.45454545454545,968.1818181818181,2021.090909090909,0.8181818181818182,0
53011041112.0,121,50.88429752066116,942.1487603305785,2021.2561983471073,0.6942148760330579,1
53011041113.0,76,35.3421052631579,1212.5,2022.7894736842106,0.32894736842105265,1
53011041114.0,69,59.405797101449274,467.39130434782606,2020.7536231884058,0.8115942028985508,1
53011041203.0,87,39.793103448275865,803.448275862069,2021.9885057471265,0.735632183908046,1
53011041205.0,101,29.940594059405942,802.9702970297029,2021.990099009901,0.6831683168316832,1
53011041206.0,127,42.53543307086614,0.0,2021.291338582677,0.7637795275590551,1
53011041207.0,35,65.4,0.0,2021.2285714285715,0.8285714285714286,0
53011041208.0,164,50.01219512195122,396.0365853658537,2021.878048780488,0.75,1
53011041309.0,133,48.578947368421055,0.0,2021.2631578947369,0.6992481203007519,1
53011041310.0,226,40.610619469026545,234.07079646017698,2021.924778761062,0.7610619469026548,1
53011041312.0,82,40.46341463414634,426.7682926829268,2021.9146341463415,0.8170731707317073,1
53011041313.0,36,33.19444444444444,0.0,2021.4444444444443,0.6666666666666666,0
53011041317.0,137,42.64233576642336,2427.007299270073,2021.2481751824816,0.7372262773722628,1
53011041319.0,183,39.19125683060109,673.7704918032787,2021.5737704918033,0.7540983606557377,1
53011041320.0,105,64.11428571428571,1894.7619047619048,2021.009523809524,0.7904761904761904,1
53011041321.0,59,27.610169491525422,0.0,2021.3898305084747,0.7457627118644068,0
53011041322.0,51,54.86274509803921,784.2156862745098,2020.4117647058824,0.7647058823529411,0
53011041323.0,108,55.9537037037037,0.0,2021.398148148148,0.7592592592592593,1
53011041325.0,383,42.13838120104439,1082.6240208877284,2021.6762402088773,0.804177545691906,1
53011041326.0,173,31.063583815028903,0.0,2023.728323699422,0.24277456647398843,1
53011041328.0,239,34.84100418410042,292.4686192468619,2022.1004184100418,0.7949790794979079,1
53011041329.0,193,36.829015544041454,650.7772020725389,2022.0103626943005,0.772020725388601,1
53011041330.0,79,34.822784810126585,0.0,2021.0886075949368,0.7088607594936709,1
53011041331.0,46,33.17391304347826,1519.5652173913043,2021.2608695652175,0.7608695652173914,0
53011041332.0,62,33.064516129032256,1838.7096774193549,2020.8548387096773,0.6774193548387096,0
53011041333.0,55,39.74545454545454,1998.090909090909,2021.2181818181818,0.6545454545454545,0
53011041334.0,119,50.924369747899156,0.0,2021.81512605042,0.7815126050420168,1
53011041335.0,205,33.59512195121951,603.170731707317,2022.029268292683,0.751219512195122,1
53011041336.0,54,62.611111111111114,0.0,2020.5185185185185,0.8518518518518519,0
53011041337.0,113,36.2212389380531,0.0,2021.8761061946902,0.7433628318584071,1
53011041400.0,280,44.22857142857143,1441.25,2021.3464285714285,0.7892857142857143,1
53011041500.0,82,46.58536585365854,1704.878048780488,2021.5,0.8170731707317073,1
53011041600.0,48,50.0,833.2291666666666,2021.5833333333333,0.8333333333333334,0
53011041700.0,36,50.80555555555556,887.5,2020.5,0.8333333333333334,0
53011041800.0,63,34.6031746031746,1109.5238095238096,2021.3333333333333,0.746031746031746,0
53011041900.0,54,53.407407407407405,0.0,2021.0,0.7222222222222222,0
53011042000.0,54,32.68518518518518,816.6666666666666,2021.9259259259259,0.7222222222222222,0
53011042100.0,107,45.308411214953274,1314.4859813084113,2021.6915887850466,0.7102803738317757,1
53011042300.0,103,42.29126213592233,678.6407766990292,2021.6893203883494,0.7864077669902912,1
53011042400.0,176,34.80681818181818,397.15909090909093,2022.3636363636363,0.8068181818181818,1
53011042500.0,94,39.40425531914894,1212.7659574468084,2022.031914893617,0.6702127659574468,1
53011042601.0,124,36.25,1552.016129032258,2022.25,0.75,1
53011042602.0,71,48.71830985915493,0.0,2021.2676056338028,0.6901408450704225,1
53011042700.0,33,53.666666666666664,0.0,2020.6363636363637,0.6666666666666666,0
53011042800.0,134,64.94029850746269,1043.2835820895523,2021.2014925373135,0.7313432835820896,1
53011042900.0,44,61.65909090909091,0.0,2021.5454545454545,0.9090909090909091,0
53011043000.0,31,28.64516129032258,0.0,2021.0967741935483,0.7419354838709677,0
53011043100.0,163,41.6319018404908,1856.4110429447853,2021.760736196319,0.754601226993865,1
53013960200.0,23,52.26086956521739,0.0,2021.391304347826,0.8260869565217391,0
53015000400.0,53,41.22641509433962,0.0,2021.3584905660377,0.6792452830188679,0
53015000501.0,20,26.55,0.0,2021.35,0.8,0
53015000502.0,10,64.4,0.0,2018.0,0.6,0
53015000601.0,23,42.17391304347826,0.0,2019.9565217391305,0.782608695652174,0
53015000602.0,23,45.65217391304348,0.0,2020.7826086956522,0.7391304347826086,0
53015000702.0,15,61.13333333333333,0.0,2020.8,0.7333333333333333,0
53015000703.0,9,97.66666666666667,0.0,2020.5555555555557,0.5555555555555556,0
53015000705.0,43,31.186046511627907,0.0,2021.5348837209303,0.813953488372093,0
53015000706.0,26,72.5,1753.8461538461538,2020.4615384615386,0.6153846153846154,0
53015000801.0,67,40.343283582089555,1043.2835820895523,2021.597014925373,0.7761194029850746,0
53015000802.0,78,45.15384615384615,1472.4358974358975,2021.551282051282,0.6538461538461539,1
53015000901.0,39,49.8974358974359,0.0,2022.0,0.6666666666666666,0
53015000902.0,49,35.95918367346939,0.0,2022.5102040816328,0.7959183673469388,0
53015001000.0,6,65.33333333333333,0.0,2021.0,0.5,0
53015001100.0,39,68.94871794871794,0.0,2020.948717948718,0.6923076923076923,0
53015001200.0,67,52.56716417910448,1043.2835820895523,2022.1791044776119,0.8507462686567164,0
53015001300.0,27,80.07407407407408,0.0,2020.9259259259259,0.8148148148148148,0
53015001501.0,70,34.27142857142857,1854.2857142857142,2021.1857142857143,0.5571428571428572,1
53015001503.0,158,45.107594936708864,442.40506329113924,2021.9620253164558,0.7468354430379747,1
53015001504.0,45,50.111111111111114,888.7777777777778,2021.6666666666667,0.8222222222222222,0
53015001601.0,115,62.2,0.0,2021.2608695652175,0.7478260869565218,1
53015001602.0,59,30.1864406779661,0.0,2022.4915254237287,0.864406779661017,0
53015001700.0,91,43.175824175824175,1536.2637362637363,2021.8461538461538,0.7472527472527473,1
53015001800.0,30,32.666666666666664,0.0,2022.2333333333333,0.8,0
53015001900.0,71,54.23943661971831,0.0,2020.8450704225352,0.7183098591549296,1
53015002001.0,40,19.5,0.0,2022.925,0.85,0
53015002003.0,56,41.5,2192.8571428571427,2022.232142857143,0.7857142857142857,0
53015002004.0,33,51.484848484848484,0.0,2021.4545454545455,0.7272727272727273,0
53015002100.0,18,46.833333333333336,0.0,2020.888888888889,0.8888888888888888,0
53015980000.0,8,27.25,0.0,2020.75,0.75,0
53017950101.0,99,56.24242424242424,1412.121212121212,2021.7171717171718,0.8787878787878788,1
53017950102.0,16,19.9375,0.0,2022.75,0.75,0
53017950200.0,14,59.714285714285715,0.0,2022.142857142857,1.0,0
53017950300.0,115,40.61739130434783,2127.782608695652,2022.182608695652,0.8,1
53017950400.0,124,48.306451612903224,0.0,2021.725806451613,0.8145161290322581,1
53017950500.0,39,29.333333333333332,0.0,2021.1538461538462,0.6923076923076923,0
53017950600.0,78,42.5,1216.6025641025642,2021.6410256410256,0.6923076923076923,1
53017950700.0,31,81.80645161290323,0.0,2019.0,0.7741935483870968,0
53017950800.0,69,36.768115942028984,507.17391304347825,2021.4927536231885,0.7971014492753623,1
53019940000.0,3,176.66666666666666,0.0,2020.3333333333333,1.0,0
53019970100.0,27,41.629629629629626,0.0,2021.6296296296296,0.7407407407407407,0
53019970200.0,17,99.05882352941177,0.0,2020.1764705882354,0.7058823529411765,0
53021020101.0,4,82.0,0.0,2017.25,0.75,0
53021020102.0,28,85.46428571428571,2496.4285714285716,2020.4285714285713,0.8571428571428571,0
53021020103.0,28,53.32142857142857,0.0,2021.75,0.8571428571428571,0
53021020201.0,16,58.875,0.0,2019.8125,0.75,0
53021020202.0,10,62.9,0.0,2019.1,0.7,0
53021020300.0,32,62.53125,2184.375,2020.3125,0.75,0
53021020401.0,6,81.33333333333333,23300.0,2016.3333333333333,0.6666666666666666,0
53021020402.0,16,132.4375,4368.75,2020.0,0.9375,0
53021020403.0,7,79.42857142857143,0.0,2020.7142857142858,0.7142857142857143,0
53021020404.0,9,35.0,0.0,2020.7777777777778,0.6666666666666666,0
53021020501.0,102,49.51960784313726,0.0,2021.5,0.7156862745098039,1
53021020503.0,68,50.88235294117647,1847.0588235294117,2021.3382352941176,0.7794117647058824,1
53021020504.0,80,55.3,499.9375,2021.45,0.7,1
53021020603.0,70,41.25714285714286,0.0,2021.8285714285714,0.7571428571428571,1
53021020605.0,158,62.360759493670884,695.5379746835443,2021.386075949367,0.8354430379746836,1
53021020606.0,131,56.961832061068705,619.0839694656488,2021.381679389313,0.8091603053435115,1
53021020607.0,116,52.33620689655172,1506.853448275862,2021.051724137931,0.8017241379310345,1
53021020608.0,165,51.16969696969697,195.45454545454547,2021.860606060606,0.7818181818181819,1
53021020700.0,12,43.25,0.0,2021.25,0.6666666666666666,0
53021020801.0,14,39.214285714285715,0.0,2021.142857142857,0.7142857142857143,0
53021020802.0,21,100.0,0.0,2021.6190476190477,1.0,0
53021980100.0,1,0.0,0.0,2022.0,1.0,0
53023970300.0,4,28.25,0.0,2018.5,0.0,0
53025010100.0,38,25.0,0.0,2021.7368421052631,0.7894736842105263,0
53025010200.0,55,41.4,1270.909090909091,2020.8909090909092,0.5818181818181818,0
53025010300.0,34,35.029411764705884,0.0,2020.0588235294117,0.5294117647058824,0
53025010401.0,39,35.666666666666664,0.0,2021.5128205128206,0.6923076923076923,0
53025010402.0,47,19.659574468085108,0.0,2022.3617021276596,0.7872340425531915,0
53025010500.0,57,47.92982456140351,0.0,2022.122807017544,0.7719298245614035,0
53025010600.0,61,44.52459016393443,1145.9016393442623,2021.983606557377,0.8524590163934426,0
53025010700.0,51,32.411764705882355,1778.4313725490197,2021.6470588235295,0.6862745098039216,0
53025010800.0,15,54.93333333333333,2150.0,2020.6666666666667,0.7333333333333333,0
53025010901.0,11,53.36363636363637,0.0,2021.7272727272727,0.7272727272727273,0
53025010903.0,32,60.59375,2184.375,2022.1875,0.6875,0
53025010904.0,72,53.94444444444444,0.0,2020.763888888889,0.7222222222222222,1
53025011001.0,112,35.526785714285715,1169.1964285714287,2021.5,0.7321428571428571,1
53025011002.0,86,58.895348837209305,1184.3023255813953,2021.7558139534883,0.7209302325581395,1
53025011101.0,74,42.013513513513516,2320.945945945946,2022.4594594594594,0.7702702702702703,1
